0.8118811881188119,0.7920792079207921,0.8217821782178217,0.7920792079207921,0.801980198019802,0.7425742574257426,
0.801980198019802,0.801980198019802,0.8415841584158416,0.801980198019802,0.801980198019802,0.7524752475247525,
0.7821782178217822,0.7722772277227723,0.801980198019802,0.7722772277227723,0.7722772277227723,0.7425742574257426,
0.79,0.79,0.81,0.78,0.78,0.8,
0.8,0.79,0.82,0.77,0.77,0.77,
0.86,0.84,0.78,0.86,0.86,0.84,
0.78,0.78,0.78,0.78,0.78,0.76,
0.83,0.83,0.83,0.83,0.83,0.83,
0.89,0.86,0.86,0.88,0.88,0.84,
0.74,0.74,0.75,0.75,0.75,0.73,
