0.7623762376237624,0.7227722772277227,0.7920792079207921,0.5544554455445545,0.504950495049505,0.5247524752475248,
0.7722772277227723,0.7821782178217822,0.8118811881188119,0.5742574257425742,0.6435643564356436,0.6039603960396039,
0.7722772277227723,0.7722772277227723,0.7425742574257426,0.5742574257425742,0.5841584158415841,0.6237623762376238,
0.79,0.74,0.77,0.56,0.55,0.55,
0.76,0.77,0.83,0.58,0.56,0.62,
0.74,0.79,0.82,0.55,0.57,0.62,
0.77,0.7,0.79,0.57,0.5,0.57,
0.8,0.75,0.84,0.53,0.49,0.55,
0.8,0.77,0.83,0.54,0.49,0.53,
0.78,0.79,0.81,0.67,0.6,0.6,
