0.7227722772277227,0.7326732673267327,0.6831683168316832,0.7128712871287128,0.7326732673267327,0.7128712871287128,
0.7128712871287128,0.7227722772277227,0.7722772277227723,0.7128712871287128,0.7227722772277227,0.6732673267326733,
0.7623762376237624,0.7722772277227723,0.7029702970297029,0.7623762376237624,0.7722772277227723,0.7326732673267327,
0.73,0.71,0.75,0.71,0.71,0.68,
0.74,0.73,0.69,0.73,0.73,0.73,
0.75,0.74,0.71,0.74,0.74,0.71,
0.69,0.67,0.67,0.67,0.67,0.63,
0.68,0.68,0.71,0.68,0.68,0.7,
0.78,0.74,0.78,0.74,0.74,0.67,
0.67,0.68,0.62,0.68,0.68,0.7,
