0.8217821782178217,0.7821782178217822,0.8217821782178217,0.801980198019802,0.801980198019802,0.801980198019802,
0.8118811881188119,0.801980198019802,0.801980198019802,0.801980198019802,0.801980198019802,0.7920792079207921,
0.7821782178217822,0.7821782178217822,0.7623762376237624,0.7722772277227723,0.7722772277227723,0.7722772277227723,
0.78,0.78,0.79,0.78,0.78,0.78,
0.78,0.81,0.82,0.78,0.77,0.77,
0.86,0.86,0.86,0.85,0.86,0.86,
0.78,0.77,0.81,0.77,0.78,0.77,
0.83,0.83,0.84,0.83,0.83,0.83,
0.89,0.86,0.84,0.86,0.88,0.84,
0.76,0.75,0.8,0.76,0.76,0.76,
