0.801980198019802,0.7821782178217822,0.8316831683168316,0.6831683168316832,0.6435643564356436,0.6534653465346535,
0.8613861386138614,0.801980198019802,0.8118811881188119,0.6435643564356436,0.5742574257425742,0.6732673267326733,
0.7821782178217822,0.7821782178217822,0.8217821782178217,0.6534653465346535,0.6435643564356436,0.6534653465346535,
0.76,0.74,0.82,0.64,0.58,0.69,
0.81,0.79,0.84,0.74,0.65,0.69,
0.78,0.75,0.78,0.66,0.6,0.74,
0.75,0.75,0.8,0.66,0.57,0.61,
0.82,0.81,0.84,0.56,0.55,0.65,
0.84,0.81,0.87,0.63,0.53,0.65,
0.78,0.8,0.77,0.66,0.61,0.65,
